season,episode_number,air_date,count
4,71,2017-01-19T20:35:00-08:00,8
4,72,2017-01-20T20:35:00-08:00,18
4,73,2017-01-23T20:35:00-08:00,18
4,74,2017-01-24T20:35:00-08:00,6
4,75,2017-01-25T20:35:00-08:00,9
4,76,2017-01-26T20:34:00-08:00,18
4,77,2017-01-27T20:35:00-08:00,10
4,78,2017-01-30T20:35:00-08:00,12
4,79,2017-01-31T20:35:00-08:00,12
4,80,2017-02-01T20:35:00-08:00,7
4,81,2017-02-02T20:35:00-08:00,13
4,82,2017-02-03T20:35:00-08:00,3
4,83,2017-02-06T20:35:00-08:00,3
4,84,2017-02-07T20:35:00-08:00,6
4,85,2017-02-08T20:35:00-08:00,11
4,86,2017-02-09T20:35:00-08:00,8
4,87,2017-02-10T20:35:00-08:00,10
4,88,2017-02-13T20:35:00-08:00,6
4,89,2017-02-14T20:35:00-08:00,0
4,90,2017-02-15T20:35:00-08:00,4
4,91,2017-02-16T20:35:00-08:00,8
4,92,2017-02-17T20:35:00-08:00,18
4,93,2017-02-21T20:35:00-08:00,16
4,94,2017-02-22T20:35:00-08:00,8
4,95,2017-02-23T20:35:00-08:00,15
4,96,2017-02-24T20:35:00-08:00,12
4,97,2017-02-27T20:34:00-08:00,2
4,98,2017-02-28T20:35:00-08:00,10
4,99,2017-03-01T20:35:00-08:00,12
4,100,2017-03-02T20:35:00-08:00,7
4,101,2017-03-03T20:35:00-08:00,5
4,102,2017-03-13T20:59:00-07:00,2
4,103,2017-03-14T20:35:00-07:00,1
4,104,2017-03-15T20:35:00-07:00,15
4,105,2017-03-16T20:34:00-07:00,9
4,106,2017-03-17T20:35:00-07:00,11
4,107,2017-03-20T20:35:00-07:00,14
4,108,2017-03-21T20:35:00-07:00,7
4,109,2017-03-22T20:35:00-07:00,9
4,110,2017-03-23T20:35:00-07:00,6
4,111,2017-03-24T20:35:00-07:00,11
4,112,2017-03-27T20:35:00-07:00,9
4,113,2017-03-28T20:35:00-07:00,16
4,114,2017-03-29T20:35:00-07:00,3
4,115,2017-03-30T20:35:00-07:00,8
4,116,2017-04-03T20:35:00-07:00,0
4,117,2017-04-04T20:35:00-07:00,3
4,118,2017-04-05T20:35:00-07:00,8
4,119,2017-04-06T20:35:00-07:00,8
4,120,2017-04-17T20:35:00-07:00,8
4,121,2017-04-18T20:35:00-07:00,8
4,122,2017-04-19T20:35:00-07:00,8
4,123,2017-04-20T20:35:00-07:00,8
4,124,2017-04-21T20:35:00-07:00,8
4,125,2017-04-24T20:35:00-07:00,8
4,126,2017-04-25T20:35:00-07:00,8
4,127,2017-04-26T20:35:00-07:00,8
4,128,2017-04-27T20:35:00-07:00,8
4,129,2017-04-28T20:35:00-07:00,8
4,130,2017-05-01T20:34:00-07:00,8
4,131,2017-05-02T20:35:00-07:00,8
4,132,2017-05-03T20:35:00-07:00,8
4,133,2017-05-04T20:35:00-07:00,8
4,134,2017-05-05T20:35:00-07:00,8
4,135,2017-05-08T20:35:00-07:00,8
4,136,2017-05-09T20:35:00-07:00,8
4,137,2017-05-10T20:35:00-07:00,8
4,138,2017-05-11T20:35:00-07:00,8
4,139,2017-05-12T20:35:00-07:00,8
4,140,2017-05-15T20:35:00-07:00,8
4,141,2017-05-16T20:35:00-07:00,8
4,142,2017-05-17T20:35:00-07:00,8
4,143,2017-05-18T20:35:00-07:00,8
4,144,2017-05-19T20:35:00-07:00,8
4,145,2017-05-22T20:35:00-07:00,8
4,146,2017-05-23T20:35:00-07:00,8
4,147,2017-05-24T20:35:00-07:00,8
4,148,2017-05-25T20:35:00-07:00,8
4,149,2017-05-26T20:35:00-07:00,8
4,150,2017-06-05T20:35:00-07:00,8
4,151,2017-06-06T20:35:00-07:00,8
4,152,2017-06-07T20:35:00-07:00,8
4,153,2017-06-08T20:35:00-07:00,8
4,154,2017-06-09T20:35:00-07:00,8
4,155,2017-06-12T20:35:00-07:00,8
4,156,2017-06-13T20:35:00-07:00,8
4,157,2017-06-14T20:35:00-07:00,8
4,158,2017-06-15T20:35:00-07:00,8
4,159,2017-06-16T20:35:00-07:00,8
4,160,2017-06-19T20:35:00-07:00,8
4,161,2017-06-20T20:35:00-07:00,8
4,162,2017-06-21T20:35:00-07:00,8
4,163,2017-06-22T20:35:00-07:00,8
4,164,2017-06-23T03:35:00-07:00,8
4,165,2017-06-26T20:35:00-07:00,8
4,166,2017-06-27T20:35:00-07:00,8
4,167,2017-06-28T20:35:00-07:00,8
4,168,2017-06-29T20:35:00-07:00,8
4,169,2017-06-30T20:35:00-07:00,8
4,170,2017-07-17T20:35:00-07:00,8
4,171,2017-07-18T20:35:00-07:00,8
4,172,2017-07-19T20:35:00-07:00,8
4,173,2017-07-20T20:35:00-07:00,8
4,174,2017-07-21T20:35:00-07:00,8
4,175,2017-07-24T20:35:00-07:00,8
4,176,2017-07-25T20:35:00-07:00,8
4,177,2017-07-26T20:35:00-07:00,8
4,178,2017-07-27T20:35:00-07:00,8
4,179,2017-07-28T20:35:00-07:00,8
4,180,2017-07-31T20:35:00-07:00,8
4,181,2017-08-01T20:35:00-07:00,8
4,182,2017-08-02T20:35:00-07:00,8
4,183,2017-08-03T20:35:00-07:00,8
4,184,2017-08-04T20:35:00-07:00,8
4,185,2017-08-07T20:35:00-07:00,8
4,186,2017-08-08T20:35:00-07:00,8
4,187,2017-08-09T20:35:00-07:00,8
4,188,2017-08-10T20:35:00-07:00,8
4,189,2017-08-11T20:35:00-07:00,8
4,190,2017-08-14T20:35:00-07:00,8
4,191,2017-08-15T20:35:00-07:00,8
4,192,2017-08-16T20:35:00-07:00,8
4,193,2017-08-17T20:35:00-07:00,8
4,194,2017-08-18T20:35:00-07:00,8
4,195,2017-09-05T20:35:00-07:00,8
4,196,2017-09-06T20:35:00-07:00,8
4,197,2017-09-07T20:35:00-07:00,8
4,198,2017-09-08T20:34:00-07:00,8
4,199,2017-09-11T20:35:00-07:00,8
4,200,2017-09-12T20:35:00-07:00,8
4,201,2017-09-13T20:35:00-07:00,8
4,202,2017-09-14T20:35:00-07:00,8
4,203,2017-09-15T20:35:00-07:00,8
4,204,2017-09-18T20:35:00-07:00,8
4,205,2017-09-19T20:35:00-07:00,8
4,206,2017-09-20T20:35:00-07:00,8
4,207,2017-09-21T20:35:00-07:00,8
4,208,2017-09-22T20:35:00-07:00,8
5,1,2017-09-25T20:35:00-07:00,8
5,2,2017-09-26T20:35:00-07:00,8
5,3,2017-09-27T20:35:00-07:00,8
5,4,2017-09-28T20:35:00-07:00,8
5,5,2017-09-29T20:35:00-07:00,8
5,6,2017-10-02T20:35:00-07:00,8
5,7,2017-10-03T20:35:00-07:00,8
5,8,2017-10-04T20:35:00-07:00,8
5,9,2017-10-05T20:35:00-07:00,8
5,10,2017-10-06T20:35:00-07:00,8
5,11,2017-10-09T20:35:00-07:00,8
5,12,2017-10-10T20:35:00-07:00,8
5,13,2017-10-11T20:35:00-07:00,8
5,14,2017-10-12T20:35:00-07:00,8
5,15,2017-10-13T20:35:00-07:00,8
5,16,2017-10-23T20:35:00-07:00,8
5,17,2017-10-24T20:35:00-07:00,8
5,18,2017-10-25T20:35:00-07:00,8
5,19,2017-10-26T20:35:00-07:00,8
5,20,2017-10-27T20:35:00-07:00,8
5,21,2017-10-30T20:35:00-07:00,8
5,22,2017-10-31T20:35:00-07:00,8
5,23,2017-11-01T20:35:00-07:00,8
5,24,2017-11-02T20:35:00-07:00,8
5,25,2017-11-13T20:35:00-08:00,8
5,26,2017-11-14T20:35:00-08:00,8
5,27,2017-11-15T20:35:00-08:00,8
5,28,2017-11-16T20:35:00-08:00,8
5,29,2017-11-17T20:35:00-08:00,8
5,30,2017-11-20T21:35:00-08:00,8
5,31,2017-11-21T20:35:00-08:00,8
5,32,2017-11-22T20:35:00-08:00,8
5,33,2017-11-23T20:35:00-08:00,8
5,34,2017-11-27T20:35:00-08:00,8
5,35,2017-11-28T20:35:00-08:00,8
5,36,2017-11-29T20:35:00-08:00,8
5,37,2017-11-30T20:35:00-08:00,8
5,38,2017-12-01T21:35:00-08:00,8
5,39,2017-12-04T09:00:00-08:00,8
5,40,2017-12-05T09:00:00-08:00,8
5,41,2017-12-06T09:00:00-08:00,8
5,42,2017-12-07T09:00:00-08:00,8
5,43,2017-12-08T09:00:00-08:00,8
5,44,2017-12-11T20:35:00-08:00,8
5,45,2017-12-12T20:35:00-08:00,8
5,46,2017-12-13T20:35:00-08:00,8
5,47,2017-12-14T21:35:00-08:00,8
5,48,2017-12-15T21:35:00-08:00,8
5,49,2017-12-18T09:00:00-08:00,8
5,50,2017-12-19T20:35:00-08:00,8
5,51,2017-12-20T20:35:00-08:00,8
5,52,2017-12-21T21:35:00-08:00,8
5,53,2017-12-22T09:00:00-08:00,8
