season,episode_number,air_date,url,name,description
2,14,09/19/14,http://www.imdb.com/title/tt4031012/,James Spader/Stevie Wonder,"Jimmy celebrates his 40th birthday with guest James Spader (The Blacklist (2013)), and with surprise guest Stevie Wonder, who performs and is interviewed."
2,15,09/22/14,http://www.imdb.com/title/tt4031014/,Sofia Vergara/Megan Boone/The Black Keys,Sofía Vergara (Modern Family (2009)); Megan Boone (The Blacklist (2013)). Also: The Black Keys perform.
2,16,09/23/14,http://www.imdb.com/title/tt4047924/,Kerry Washington/Carson Daly/Julian Casablancas & the Voidz,Kerry Washington (Scandal (2012)); Carson Daly (The Voice (2011)). Also: Julian Casablancas and The Voidz perform.
2,17,09/24/14,http://www.imdb.com/title/tt4047926/,Andy Samberg/Kevin Durant/Kenny Chesney,Andy Samberg (Brooklyn Nine-Nine (2013)); NBA Most Valuable Player Kevin Durant of the Oklahoma City Thunder (NBA 2k15 (2014)). Also: Kenny Chesney performs.
2,18,09/25/14,http://www.imdb.com/title/tt4047928/,Chris Pratt/Rosamund Pike/John Mellencamp,Chris Pratt (Saturday Night Live: Chris Pratt/Ariana Grande (2014)); Rosamund Pike (Gone Girl (2014)). Also: John Mellencamp sits in with The Roots and performs.
2,19,09/26/14,http://www.imdb.com/title/tt4047930/,Matthew Broderick and Nathan Lane/Robert Plant,"Matthew Broderick and Nathan Lane (Broadway play ""It's Only a Play""). Also: Robert Plant is interviewed and performs with The Sensational Space Shifters."
2,20,09/29/14,http://www.imdb.com/title/tt4047932/,Ben Affleck/Kate Walsh/Tony Bennett,Ben Affleck (Gone Girl (2014)); Kate Walsh (Bad Judge (2014)). Also: Tony Bennett performs.
2,21,09/30/14,http://www.imdb.com/title/tt4066098/,Tyler Perry/Miles Teller/Lucinda Williams,Tyler Perry (Gone Girl (2014)); Miles Teller (Whiplash (2014)). Also: Lucinda Williams performs.
2,22,10/01/14,http://www.imdb.com/title/tt4066108/,Jennifer Garner/John Mulaney/Lady Antebellum,"Jennifer Garner (Men, Women & Children (2014)); John Mulaney (Mulaney (2014)). Also: Lady Antebellum performs."
2,23,10/02/14,http://www.imdb.com/title/tt4066110/,Derek Jeter/James Marsden/5 Seconds of Summer,Newly retired Yankees star shortstop Derek Jeter; James Marsden (The Best of Me (2014)). Also: 5 Seconds of Summer performs.
2,24,10/03/14,http://www.imdb.com/title/tt4066112/,Emma Thompson/Dane Cook,"Emma Thompson (book ""The Spectacular Tale of Peter Rabbit""); Dane Cook (Dane Cook: Troublemaker (2014)) performs stand-up and is interviewed."
2,25,10/06/14,http://www.imdb.com/title/tt4066114/,Jeremy Renner/Carol Burnett/Mario Batali,"Jeremy Renner (Kill the Messenger (2014)); Carol Burnett (Broadway play ""Love Letters""); Mario Batali makes gazpacho. Also: Joe Perry sits in with The Roots."
2,26,10/07/14,http://www.imdb.com/title/tt4080458/,Kristen Stewart/Artie Lange/Jason Aldean,Kristen Stewart (Camp X-Ray (2014)); Artie Lange (Artie Lange: The Stench of Failure (2014)). Also: Jason Aldean performs; Nas sits in with The Roots.
