id,episode_number,episode_airing_order,title,air_date,canonical_url,content_rating,description,duration,image,publish_date,views,imdb_url,season_id,season_number,season_title,series_id,series_title
e6b693ac-ce8d-493c-afdd-3e26cd4462e8,21023,011,"November 11, 2015 - Chris Hayes",1447300800,http://www.cc.com/full-episodes/o17xlo/the-daily-show-with-trevor-noah-november-11--2015---chris-hayes-season-21-ep-21023,general audience,"Desi Lydic fact-checks GOP presidential candidates' statements from the Republican debate, and MSNBC's Chris Hayes weighs in on the presidential hopefuls.",1290,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21023/ds_21_023.jpg,1447300800,"208,986",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
bdf63cf6-d0ad-4fe7-aadc-7c5ac63bb266,21022,022,"November 10, 2015 - Dan Price",1447214400,http://www.cc.com/full-episodes/9evw1d/the-daily-show-with-trevor-noah-november-10--2015---dan-price-season-21-ep-21022,general audience,"Donald Trump calls for a Starbucks boycott, the U.S. builds a $43 million gas station in Afghanistan, and Gravity Payments CEO Dan Price explains his company's salary minimum.",1289,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21022/ds_21_022.jpg,1447214400,"197,746",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
65eee9ff-1d6b-418c-9167-7a25213f75d8,21021,021,"November 9, 2015 - Pras",1447128000,http://www.cc.com/full-episodes/fd06ks/the-daily-show-with-trevor-noah-november-9--2015---pras-season-21-ep-21021,general audience,"Presidential hopeful Ben Carson defends his violent past, Ronny Chieng examines outdated voting machines, and Pras discusses his documentary ""Sweet Micky for President.""",1290,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21021/ds_21_021.jpg,1447128000,"210,059",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
4b7a0c71-f212-4e48-b67e-8a8315822e31,21020,020,"November 5, 2015 - Regina King",1446782400,http://www.cc.com/full-episodes/o0mm5i/the-daily-show-with-trevor-noah-november-5--2015---regina-king-season-21-ep-21020,general audience,"The Best F#@king News Team Ever visits Trevor after he has an emergency appendectomy, China ends its one-child policy, and actress Regina King discusses ""The Leftovers.""",1289,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21020/ds_21_020_massive2.jpg,1446782400,"229,611",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
63e9c1a0-c66d-4ca6-ab7d-521926424a9a,21018,018,"November 3, 2015 - Gloria Steinem",1446609600,http://www.cc.com/full-episodes/wrv7ik/the-daily-show-with-trevor-noah-november-3--2015---gloria-steinem-season-21-ep-21018,general audience,"Jordan Klepper explains why Iowa is afraid of The Daily Show, GOP presidential hopefuls submit their debate demands, and Gloria Steinem discusses ""My Life on the Road.""",1289,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21018/ds_21_018.jpg,1446609600,"244,016",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
52605b30-f301-4941-9256-e4e65bad213c,21017,017,"November 2, 2015 - Fareed Zakaria",1446523200,http://www.cc.com/full-episodes/pswji6/the-daily-show-with-trevor-noah-november-2--2015---fareed-zakaria-season-21-ep-21017,general audience,"President Obama sends ground troops to fight ISIS in Syria, police remain fearful of public scrutiny, and Fareed Zakaria discusses his documentary ""Long Road to Hell.""",1289,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21017/ds_21_017.jpg,1446523200,"219,928",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
5f34ed47-ec3e-49d8-a9ff-e7a8a502aced,21016,016,"October 22, 2015 - John Harwood",1445569200,http://www.cc.com/full-episodes/74y27e/the-daily-show-with-trevor-noah-october-22--2015---john-harwood-season-21-ep-21016,general audience,"Hillary Clinton testifies at the eighth Benghazi hearing, Jeb Bush calls Supergirl ""hot,"" and CNBC's John Harwood discusses moderating a Republican presidential debate.",1289,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21016/ds_21_016.jpg,1445569200,"384,664",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
4cc2fceb-f499-47a9-979c-10e1e3c027fe,21015,015,"October 21, 2015 - Brie Larson",1445482800,http://www.cc.com/full-episodes/vxqk9k/the-daily-show-with-trevor-noah-october-21--2015---brie-larson-season-21-ep-21015,general audience,"Joe Biden decides not to run for president, Jordan Klepper reports on an Illinois couple unable to cash a lottery check due to budget cuts, and Brie Larson discusses ""Room.""",1291,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21015/ds_21_015.jpg,1445482800,"239,249",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
14fad1f2-0506-44a8-841e-10322fbab032,21014,014,"October 20, 2015 - Judah Friedlander",1445396400,http://www.cc.com/full-episodes/8uwa5p/the-daily-show-with-trevor-noah-october-20--2015---judah-friedlander-season-21-ep-21014,general audience,"Jordan Klepper dissects racial diversity in ""Star Wars,"" Wolf Blitzer shames presidential hopeful Lincoln Chafee, and Judah Friedlander discusses ""If the Raindrops United.""",1290,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21014/ds_21_014.jpg,1445396400,"225,355",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
162f8612-0868-44fc-843e-7e8123172615,21013,019,"October 19, 2015 - Martin O'Malley",1445310000,http://www.cc.com/full-episodes/3wl9lc/the-daily-show-with-trevor-noah-october-19--2015---martin-o-malley-season-21-ep-21013,general audience,"CNN declares Hillary Clinton the winner of the first Democratic debate, Donald Trump and Jeb Bush argue on Twitter, and Martin O'Malley discusses his presidential bid.",1289,http://1.images.comedycentral.com/images/shows/tds/videos/season_21/21013/ds_21_013.jpg,1445310000,"242,360",,14a0c915-02b6-4dbe-8053-873c1f417447,21,21: The Daily Show with Trevor Noah,7c2d44b4-c8b1-43a9-9bfc-32af988eab20,The Daily Show with Trevor Noah
