season,episode_number,rating,rating_count
8,65,N/A,N/A
9,65,5.4,9
10,65,5.8,10
11,65,5.7,10
12,65,6.5,11
13,65,7.3,12
14,65,6.4,18
15,65,6.0,14
16,65,7.2,9
17,65,8.1,15
18,65,7.4,20
19,65,7.8,20
20,65,7.7,18
1,66,N/A,N/A
2,66,N/A,N/A
3,66,N/A,N/A
4,66,N/A,N/A
5,66,N/A,N/A
6,66,N/A,N/A
7,66,N/A,N/A
8,66,N/A,N/A
9,66,5.8,10
10,66,6.3,9
11,66,7.4,7
12,66,6.3,10
13,66,6.4,11
14,66,7.4,12
15,66,5.9,13
16,66,7.3,10
17,66,7.4,16
18,66,7.2,20
19,66,7.5,15
20,66,8.5,21
1,67,N/A,N/A
2,67,N/A,N/A
3,67,N/A,N/A
4,67,N/A,N/A
5,67,N/A,N/A
6,67,N/A,N/A
7,67,N/A,N/A
8,67,7.4,5
9,67,5.2,11
10,67,6.6,8
11,67,7.5,8
12,67,7.5,10
13,67,6.2,13
14,67,7.2,13
15,67,5.8,13
16,67,7.7,9
17,67,7.3,16
18,67,7.1,18
19,67,7.9,16
20,67,7.7,22
1,68,N/A,N/A
2,68,N/A,N/A
3,68,N/A,N/A
4,68,N/A,N/A
5,68,N/A,N/A
6,68,N/A,N/A
7,68,N/A,N/A
8,68,4.6,7
9,68,6.2,8
10,68,6.5,10
11,68,7.4,7
12,68,7.0,10
13,68,7.6,9
14,68,8.0,6
15,68,6.2,8
16,68,6.8,12
17,68,7.2,14
18,68,7.5,18
19,68,8.0,18
20,68,7.9,18
1,69,N/A,N/A
2,69,8.9,9
3,69,N/A,N/A
4,69,N/A,N/A
5,69,N/A,N/A
6,69,4.5,6
7,69,N/A,N/A
8,69,N/A,N/A
9,69,7.4,8
10,69,6.0,11
11,69,7.3,7
12,69,6.1,10
13,69,7.3,9
14,69,8.2,16
15,69,6.7,15
16,69,7.7,16
17,69,7.2,14
18,69,7.3,19
19,69,7.4,19
20,69,7.8,25
1,70,N/A,N/A
2,70,N/A,N/A
3,70,N/A,N/A
4,70,N/A,N/A
5,70,N/A,N/A
6,70,3.7,19
7,70,N/A,N/A
8,70,N/A,N/A
9,70,6.1,8
10,70,6.5,8
11,70,8.5,11
12,70,6.7,10
13,70,7.4,9
14,70,6.9,13
15,70,6.9,15
16,70,7.8,13
17,70,7.7,16
18,70,7.4,20
19,70,7.4,17
20,70,7.9,21
1,71,N/A,N/A
2,71,N/A,N/A
3,71,N/A,N/A
4,71,N/A,N/A
5,71,N/A,N/A
6,71,N/A,N/A
7,71,N/A,N/A
8,71,N/A,N/A
9,71,6.1,8
10,71,6.2,8
11,71,6.6,9
12,71,6.5,11
13,71,6.7,7
14,71,8.1,11
15,71,7.3,15
16,71,7.5,13
17,71,7.2,14
18,71,7.4,19
19,71,7.9,22
20,71,7.9,20
1,72,N/A,N/A
2,72,N/A,N/A
3,72,N/A,N/A
4,72,N/A,N/A
5,72,3.4,18
6,72,N/A,N/A
7,72,N/A,N/A
8,72,N/A,N/A
9,72,7.0,8
10,72,6.8,8
11,72,3.5,21
12,72,6.3,12
13,72,7.0,7
14,72,7.1,11
15,72,7.2,15
16,72,7.6,12
17,72,7.2,15
18,72,7.6,20
19,72,7.4,16
20,72,8.5,21
1,73,N/A,N/A
2,73,N/A,N/A
3,73,7.6,7
4,73,N/A,N/A
5,73,N/A,N/A
6,73,N/A,N/A
7,73,N/A,N/A
8,73,N/A,N/A
9,73,6.9,8
10,73,5.9,11
11,73,7.4,7
12,73,6.6,9
13,73,5.8,12
14,73,7.2,10
15,73,6.3,15
16,73,7.7,13
17,73,7.8,16
18,73,6.9,18
19,73,7.6,18
20,73,7.9,21
1,74,N/A,N/A
2,74,N/A,N/A
3,74,4.7,6
4,74,N/A,N/A
5,74,N/A,N/A
6,74,N/A,N/A
7,74,N/A,N/A
8,74,4.7,10
9,74,5.1,10
10,74,6.6,9
11,74,3.4,21
12,74,6.0,13
13,74,6.7,12
14,74,7.6,11
15,74,6.3,16
16,74,7.3,14
17,74,8.0,14
18,74,7.5,20
19,74,8.3,21
20,74,8.0,19
1,75,N/A,N/A
2,75,N/A,N/A
3,75,6.8,14
4,75,N/A,N/A
5,75,N/A,N/A
6,75,N/A,N/A
7,75,5.7,7
8,75,7.8,5
9,75,6.2,10
10,75,6.3,11
11,75,8.2,10
12,75,6.9,9
13,75,7.0,7
14,75,7.9,12
15,75,6.6,18
16,75,7.1,11
17,75,7.8,16
18,75,7.5,20
19,75,7.2,15
20,75,7.7,19
1,76,N/A,N/A
2,76,N/A,N/A
3,76,5.1,8
4,76,N/A,N/A
5,76,N/A,N/A
6,76,N/A,N/A
7,76,5.0,8
8,76,7.7,6
10,76,6.5,8
11,76,6.8,10
12,76,7.5,11
13,76,6.9,7
14,76,7.7,12
15,76,7.5,16
16,76,N/A,N/A
17,76,7.8,15
18,76,7.3,18
19,76,8.2,20
20,76,7.8,18
1,77,N/A,N/A
2,77,N/A,N/A
3,77,7.6,5
4,77,N/A,N/A
5,77,7.0,7
6,77,N/A,N/A
7,77,N/A,N/A
8,77,6.1,9
10,77,6.3,9
11,77,7.8,9
12,77,6.2,12
13,77,6.9,7
14,77,6.4,15
15,77,6.9,17
16,77,7.4,16
17,77,7.7,18
18,77,7.1,17
19,77,7.8,20
20,77,8.0,22
1,78,N/A,N/A
2,78,N/A,N/A
3,78,7.7,12
4,78,N/A,N/A
5,78,N/A,N/A
6,78,N/A,N/A
7,78,N/A,N/A
8,78,7.4,12
10,78,7.0,8
11,78,7.0,8
12,78,6.6,12
13,78,7.5,8
14,78,7.4,12
15,78,7.5,18
16,78,7.0,14
17,78,7.5,15
18,78,7.0,18
19,78,8.5,24
20,78,8.0,24
1,79,N/A,N/A
2,79,N/A,N/A
3,79,N/A,N/A
4,79,N/A,N/A
5,79,N/A,N/A
6,79,N/A,N/A
7,79,N/A,N/A
8,79,5.4,8
10,79,6.1,9
11,79,3.4,23
12,79,7.5,11
13,79,7.4,8
14,79,7.2,15
15,79,7.1,14
16,79,6.0,13
17,79,7.6,16
18,79,7.2,19
19,79,8.0,21
20,79,8.8,24
1,80,N/A,N/A
2,80,N/A,N/A
3,80,N/A,N/A
4,80,N/A,N/A
5,80,N/A,N/A
6,80,N/A,N/A
7,80,N/A,N/A
8,80,6.1,8
10,80,7.3,13
11,80,5.9,7
12,80,6.0,10
13,80,6.3,12
14,80,7.6,13
15,80,6.6,15
16,80,6.1,16
17,80,7.6,14
18,80,7.6,19
19,80,7.9,18
20,80,7.5,19
1,81,N/A,N/A
2,81,N/A,N/A
3,81,N/A,N/A
4,81,N/A,N/A
5,81,N/A,N/A
6,81,N/A,N/A
7,81,4.5,10
8,81,6.7,10
10,81,6.0,9
11,81,7.6,7
12,81,6.5,10
13,81,8.0,12
14,81,7.7,12
15,81,6.8,17
16,81,6.6,12
17,81,7.2,13
18,81,7.4,18
19,81,7.7,17
20,81,8.2,19
1,82,N/A,N/A
2,82,N/A,N/A
3,82,6.8,5
4,82,N/A,N/A
5,82,N/A,N/A
6,82,N/A,N/A
7,82,N/A,N/A
8,82,6.2,9
10,82,6.3,9
11,82,5.7,10
12,82,5.8,11
13,82,8.1,12
14,82,7.6,12
15,82,7.2,18
16,82,6.8,11
17,82,7.4,12
18,82,7.6,19
19,82,7.8,20
20,82,7.8,19
1,83,N/A,N/A
2,83,N/A,N/A
3,83,N/A,N/A
4,83,N/A,N/A
5,83,N/A,N/A
6,83,N/A,N/A
7,83,N/A,N/A
8,83,6.4,11
10,83,6.9,9
11,83,7.0,7
12,83,6.9,8
13,83,7.9,14
14,83,7.8,12
15,83,6.6,17
16,83,7.1,17
17,83,7.1,13
18,83,7.6,17
19,83,8.1,19
20,83,7.8,18
1,84,N/A,N/A
2,84,N/A,N/A
3,84,N/A,N/A
4,84,N/A,N/A
5,84,N/A,N/A
6,84,N/A,N/A
7,84,N/A,N/A
8,84,6.1,8
10,84,6.9,8
11,84,2.8,23
12,84,6.3,10
13,84,6.9,11
14,84,6.6,8
15,84,7.3,17
16,84,7.6,15
17,84,7.5,13
18,84,7.6,20
19,84,8.3,20
20,84,7.2,19
1,85,N/A,N/A
2,85,N/A,N/A
3,85,6.6,5
4,85,N/A,N/A
5,85,N/A,N/A
6,85,N/A,N/A
7,85,4.3,7
8,85,6.1,7
10,85,7.0,8
11,85,7.6,9
12,85,6.4,9
13,85,6.6,9
14,85,6.0,10
15,85,7.5,19
16,85,7.2,15
17,85,7.4,12
18,85,7.6,17
19,85,7.7,18
20,85,8.2,26
1,86,N/A,N/A
2,86,N/A,N/A
3,86,N/A,N/A
4,86,N/A,N/A
5,86,N/A,N/A
6,86,N/A,N/A
7,86,5.3,7
8,86,6.8,6
10,86,6.2,9
11,86,6.6,7
12,86,6.8,12
13,86,6.6,12
14,86,5.9,9
15,86,7.1,18
16,86,7.2,13
17,86,8.0,17
18,86,6.7,20
19,86,8.6,21
20,86,8.0,20
1,87,N/A,N/A
2,87,N/A,N/A
3,87,8.4,10
4,87,N/A,N/A
5,87,N/A,N/A
6,87,N/A,N/A
7,87,N/A,N/A
8,87,6.3,7
10,87,6.2,9
11,87,3.2,22
12,87,6.2,11
13,87,6.9,7
14,87,6.1,12
15,87,7.1,18
16,87,7.0,15
17,87,7.8,15
18,87,7.8,19
19,87,7.7,19
20,87,7.8,23
1,88,N/A,N/A
2,88,N/A,N/A
3,88,N/A,N/A
4,88,N/A,N/A
5,88,N/A,N/A
6,88,N/A,N/A
7,88,N/A,N/A
8,88,6.1,7
10,88,6.9,8
11,88,6.4,8
12,88,5.1,14
13,88,7.1,7
14,88,7.1,8
15,88,6.6,15
16,88,7.2,11
17,88,7.6,15
18,88,7.4,18
19,88,7.8,20
20,88,7.3,19
1,89,N/A,N/A
2,89,N/A,N/A
3,89,N/A,N/A
4,89,N/A,N/A
5,89,6.4,9
6,89,N/A,N/A
7,89,N/A,N/A
8,89,6.3,7
10,89,5.5,11
11,89,6.2,9
12,89,6.7,7
13,89,7.1,7
14,89,6.9,8
15,89,6.9,13
16,89,6.9,14
17,89,8.1,15
18,89,7.4,17
19,89,8.2,21
20,89,6.8,18
1,90,N/A,N/A
2,90,N/A,N/A
3,90,N/A,N/A
4,90,N/A,N/A
5,90,N/A,N/A
6,90,N/A,N/A
7,90,N/A,N/A
8,90,6.7,6
10,90,5.9,10
11,90,2.9,22
12,90,6.1,15
13,90,8.1,11
14,90,7.6,11
15,90,6.4,14
16,90,7.0,14
17,90,7.4,16
18,90,7.5,19
19,90,7.9,19
20,90,7.6,17
1,91,N/A,N/A
2,91,N/A,N/A
3,91,N/A,N/A
4,91,N/A,N/A
5,91,N/A,N/A
6,91,N/A,N/A
7,91,N/A,N/A
8,91,6.6,8
10,91,6.6,9
11,91,6.4,10
12,91,7.1,10
13,91,6.9,7
14,91,6.8,8
15,91,6.3,10
16,91,7.8,17
17,91,7.0,14
18,91,8.3,30
19,91,8.0,18
20,91,7.7,15
1,92,N/A,N/A
2,92,N/A,N/A
3,92,7.0,7
4,92,N/A,N/A
5,92,N/A,N/A
6,92,N/A,N/A
7,92,N/A,N/A
8,92,6.6,8
10,92,7.0,11
11,92,7.3,7
12,92,7.4,5
13,92,5.8,9
14,92,6.2,10
15,92,6.9,13
16,92,6.6,14
17,92,7.6,14
18,92,7.7,17
19,92,8.0,24
20,92,7.4,15
1,93,N/A,N/A
2,93,N/A,N/A
3,93,6.3,6
4,93,N/A,N/A
5,93,N/A,N/A
6,93,N/A,N/A
7,93,6.7,7
8,93,6.1,9
10,93,7.9,12
11,93,6.8,6
12,93,6.4,8
13,93,N/A,N/A
14,93,6.4,8
15,93,5.7,14
16,93,7.9,17
17,93,7.4,12
18,93,7.6,17
19,93,8.0,19
20,93,7.9,17
1,94,N/A,N/A
2,94,N/A,N/A
3,94,N/A,N/A
4,94,N/A,N/A
5,94,N/A,N/A
6,94,N/A,N/A
7,94,N/A,N/A
8,94,6.8,8
10,94,7.8,13
11,94,3.3,21
12,94,5.7,9
13,94,6.9,7
14,94,6.1,9
15,94,6.4,15
16,94,7.5,15
17,94,7.9,15
18,94,7.8,17
19,94,7.9,19
20,94,7.1,16
1,95,N/A,N/A
2,95,N/A,N/A
3,95,N/A,N/A
4,95,N/A,N/A
5,95,N/A,N/A
6,95,N/A,N/A
7,95,N/A,N/A
8,95,5.9,9
10,95,5.6,10
11,95,6.9,8
12,95,6.4,10
13,95,5.8,9
14,95,6.5,8
15,95,6.1,14
16,95,6.3,15
17,95,7.5,13
18,95,7.3,18
19,95,7.9,20
20,95,7.9,24
1,96,N/A,N/A
2,96,N/A,N/A
3,96,N/A,N/A
4,96,N/A,N/A
5,96,N/A,N/A
6,96,N/A,N/A
7,96,N/A,N/A
8,96,6.5,8
10,96,6.3,11
11,96,6.6,9
12,96,5.6,9
13,96,6.9,10
14,96,7.2,10
15,96,6.3,16
16,96,6.9,16
17,96,6.6,14
18,96,7.1,18
19,96,7.8,19
20,96,7.3,17
1,97,N/A,N/A
2,97,N/A,N/A
3,97,7.2,5
4,97,N/A,N/A
5,97,N/A,N/A
6,97,N/A,N/A
7,97,N/A,N/A
8,97,6.3,11
10,97,5.8,11
11,97,3.3,21
12,97,6.0,13
13,97,7.2,10
14,97,7.0,8
15,97,7.9,14
16,97,6.8,15
17,97,7.0,13
18,97,7.6,17
19,97,7.4,18
20,97,7.2,20
1,98,N/A,N/A
2,98,N/A,N/A
3,98,N/A,N/A
4,98,N/A,N/A
5,98,N/A,N/A
6,98,N/A,N/A
7,98,N/A,N/A
8,98,6.6,7
10,98,7.8,9
11,98,7.2,8
12,98,5.9,8
13,98,7.0,10
14,98,7.2,8
15,98,7.1,15
16,98,6.3,15
17,98,7.3,11
18,98,7.7,19
19,98,7.8,19
20,98,8.2,19
1,99,N/A,N/A
2,99,N/A,N/A
3,99,N/A,N/A
4,99,N/A,N/A
5,99,N/A,N/A
6,99,N/A,N/A
7,99,4.6,10
8,99,6.3,9
10,99,6.8,11
11,99,5.8,12
12,99,6.4,11
13,99,7.4,8
14,99,7.4,8
15,99,6.2,15
16,99,7.1,14
17,99,7.6,12
18,99,7.3,17
19,99,7.7,18
20,99,7.3,21
1,100,N/A,N/A
2,100,N/A,N/A
3,100,4.8,6
4,100,N/A,N/A
5,100,N/A,N/A
6,100,N/A,N/A
7,100,N/A,N/A
8,100,6.9,8
10,100,7.0,11
11,100,7.1,10
12,100,6.2,11
13,100,6.2,13
14,100,6.9,11
15,100,7.4,14
16,100,7.5,13
17,100,8.3,18
18,100,7.4,18
19,100,8.3,18
20,100,7.4,17
1,101,N/A,N/A
2,101,N/A,N/A
3,101,N/A,N/A
4,101,N/A,N/A
5,101,N/A,N/A
6,101,N/A,N/A
7,101,N/A,N/A
8,101,6.2,8
10,101,6.9,8
11,101,6.4,10
12,101,6.3,12
13,101,6.1,11
14,101,7.3,15
15,101,5.7,16
16,101,7.2,16
17,101,7.2,10
18,101,7.7,19
19,101,7.8,21
20,101,7.5,18
1,102,N/A,N/A
2,102,N/A,N/A
3,102,N/A,N/A
4,102,N/A,N/A
5,102,N/A,N/A
6,102,N/A,N/A
7,102,N/A,N/A
8,102,7.3,6
10,102,7.1,9
11,102,7.1,8
12,102,5.9,12
13,102,6.0,11
14,102,5.2,12
15,102,6.3,15
16,102,6.9,11
17,102,7.7,12
18,102,7.5,17
19,102,7.9,18
20,102,7.6,16
1,103,N/A,N/A
2,103,N/A,N/A
3,103,N/A,N/A
4,103,N/A,N/A
5,103,N/A,N/A
6,103,N/A,N/A
7,103,N/A,N/A
8,103,8.2,11
10,103,4.4,27
11,103,6.5,6
12,103,6.8,10
13,103,N/A,N/A
14,103,5.5,14
15,103,6.1,16
16,103,7.4,12
17,103,7.1,12
18,103,7.7,18
19,103,8.2,17
20,103,7.0,16
1,104,N/A,N/A
2,104,N/A,N/A
3,104,N/A,N/A
4,104,N/A,N/A
5,104,N/A,N/A
6,104,N/A,N/A
7,104,N/A,N/A
8,104,5.8,8
10,104,6.6,10
11,104,7.5,12
12,104,6.3,12
13,104,N/A,N/A
14,104,6.3,12
15,104,6.4,15
16,104,7.6,12
17,104,7.6,15
18,104,7.8,16
19,104,7.9,17
20,104,7.2,17
1,105,N/A,N/A
2,105,N/A,N/A
3,105,N/A,N/A
4,105,N/A,N/A
5,105,N/A,N/A
6,105,N/A,N/A
7,105,N/A,N/A
8,105,6.8,8
10,105,7.0,9
11,105,3.2,22
12,105,5.2,13
13,105,7.8,5
14,105,5.5,15
15,105,6.1,18
16,105,7.2,12
17,105,7.3,13
18,105,8.0,19
19,105,7.8,20
20,105,7.3,19
1,106,N/A,N/A
2,106,N/A,N/A
3,106,N/A,N/A
4,106,N/A,N/A
5,106,N/A,N/A
6,106,N/A,N/A
7,106,N/A,N/A
8,106,6.1,7
10,106,6.2,11
11,106,7.7,10
12,106,6.2,12
13,106,8.2,14
14,106,7.5,15
15,106,7.1,17
16,106,7.5,11
17,106,6.4,15
18,106,7.8,18
19,106,7.8,21
20,106,7.6,18
1,107,N/A,N/A
2,107,N/A,N/A
3,107,N/A,N/A
4,107,N/A,N/A
5,107,N/A,N/A
6,107,N/A,N/A
7,107,N/A,N/A
8,107,7.0,6
10,107,6.3,10
11,107,7.3,10
12,107,5.9,13
13,107,7.8,5
14,107,6.8,11
15,107,6.9,13
16,107,7.2,10
17,107,6.4,16
18,107,7.4,18
19,107,8.1,24
20,107,7.1,16
1,108,N/A,N/A
2,108,N/A,N/A
3,108,N/A,N/A
4,108,N/A,N/A
5,108,N/A,N/A
6,108,N/A,N/A
7,108,N/A,N/A
8,108,6.6,7
10,108,7.6,10
11,108,5.9,7
12,108,6.3,12
13,108,6.9,13
14,108,6.8,12
15,108,6.8,17
16,108,7.1,12
17,108,7.4,14
18,108,7.9,18
19,108,8.2,18
20,108,7.4,17
1,109,N/A,N/A
2,109,N/A,N/A
3,109,N/A,N/A
4,109,N/A,N/A
5,109,N/A,N/A
6,109,N/A,N/A
7,109,N/A,N/A
8,109,6.3,7
10,109,6.8,11
11,109,6.4,8
12,109,6.4,13
13,109,5.8,12
14,109,6.7,16
15,109,7.2,16
16,109,7.3,13
17,109,7.5,14
18,109,7.8,17
19,109,7.6,21
20,109,7.5,16
1,110,N/A,N/A
2,110,N/A,N/A
3,110,N/A,N/A
4,110,N/A,N/A
5,110,N/A,N/A
6,110,N/A,N/A
7,110,N/A,N/A
8,110,7.6,9
10,110,7.1,12
11,110,5.9,7
12,110,6.3,15
13,110,6.3,7
14,110,6.7,16
15,110,6.8,18
16,110,7.7,15
17,110,7.6,12
18,110,7.6,19
19,110,7.8,20
20,110,7.2,16
1,111,N/A,N/A
2,111,N/A,N/A
3,111,N/A,N/A
4,111,N/A,N/A
5,111,N/A,N/A
6,111,N/A,N/A
7,111,N/A,N/A
8,111,6.4,7
10,111,6.3,10
11,111,2.9,24
12,111,7.2,10
13,111,5.2,8
14,111,7.1,16
15,111,6.5,16
16,111,7.2,12
17,111,7.2,13
18,111,7.7,17
19,111,8.1,23
20,111,7.1,16
1,112,N/A,N/A
2,112,N/A,N/A
3,112,N/A,N/A
4,112,N/A,N/A
5,112,N/A,N/A
6,112,N/A,N/A
7,112,4.5,10
8,112,7.0,7
10,112,8.2,12
11,112,6.4,9
12,112,7.2,8
13,112,5.2,9
14,112,7.5,15
15,112,6.9,17
16,112,7.1,8
17,112,7.5,14
18,112,8.1,18
19,112,8.0,24
20,112,7.9,19
1,113,N/A,N/A
2,113,N/A,N/A
3,113,N/A,N/A
4,113,N/A,N/A
5,113,N/A,N/A
6,113,N/A,N/A
7,113,N/A,N/A
8,113,6.7,6
10,113,6.9,12
11,113,6.0,7
12,113,7.2,8
13,113,6.7,16
14,113,7.1,15
15,113,6.2,17
16,113,7.7,13
17,113,7.6,14
18,113,8.0,27
19,113,8.1,21
20,113,7.6,17
1,114,N/A,N/A
2,114,N/A,N/A
3,114,N/A,N/A
4,114,N/A,N/A
5,114,N/A,N/A
6,114,N/A,N/A
7,114,N/A,N/A
8,114,6.4,7
10,114,6.7,12
11,114,7.5,11
12,114,7.1,9
13,114,6.7,10
14,114,7.1,14
15,114,7.6,16
16,114,6.8,12
17,114,7.8,16
18,114,7.9,17
19,114,7.7,23
20,114,7.8,18
1,115,N/A,N/A
2,115,N/A,N/A
3,115,N/A,N/A
4,115,N/A,N/A
5,115,N/A,N/A
6,115,N/A,N/A
7,115,N/A,N/A
8,115,6.0,11
10,115,7.5,11
11,115,3.4,25
12,115,7.3,9
13,115,7.0,8
14,115,7.1,13
15,115,6.2,15
16,115,7.4,12
17,115,7.8,14
18,115,7.8,16
19,115,8.1,22
20,115,7.4,16
1,116,N/A,N/A
2,116,N/A,N/A
3,116,N/A,N/A
4,116,N/A,N/A
5,116,N/A,N/A
6,116,N/A,N/A
7,116,N/A,N/A
8,116,6.4,8
10,116,6.6,12
11,116,6.5,10
12,116,7.6,5
13,116,6.2,18
14,116,6.9,14
15,116,7.3,16
16,116,7.1,11
17,116,7.2,16
18,116,7.8,16
19,116,7.6,19
20,116,7.7,19
1,117,N/A,N/A
2,117,N/A,N/A
3,117,N/A,N/A
4,117,N/A,N/A
5,117,8.3,7
6,117,N/A,N/A
7,117,N/A,N/A
8,117,6.5,10
10,117,7.0,11
11,117,6.4,9
12,117,6.7,12
13,117,6.7,13
14,117,7.5,13
15,117,6.9,19
16,117,7.8,13
17,117,7.5,16
18,117,7.8,18
19,117,7.5,21
20,117,6.8,16
1,118,N/A,N/A
2,118,N/A,N/A
3,118,6.2,5
4,118,N/A,N/A
5,118,N/A,N/A
6,118,N/A,N/A
7,118,N/A,N/A
8,118,5.5,10
10,118,7.5,10
11,118,6.9,8
12,118,5.9,8
13,118,6.4,13
14,118,7.5,13
15,118,7.2,15
16,118,7.7,12
17,118,9.0,28
18,118,7.3,16
19,118,7.8,20
20,118,7.6,19
1,119,N/A,N/A
2,119,N/A,N/A
3,119,N/A,N/A
4,119,7.2,5
5,119,N/A,N/A
6,119,N/A,N/A
7,119,5.0,6
8,119,6.1,9
10,119,7.8,13
11,119,2.9,22
12,119,N/A,N/A
13,119,6.7,15
14,119,7.4,14
15,119,6.7,15
16,119,7.8,13
17,119,7.1,15
18,119,7.2,17
19,119,7.4,18
20,119,7.0,20
1,120,N/A,N/A
2,120,N/A,N/A
3,120,7.4,5
4,120,N/A,N/A
5,120,N/A,N/A
6,120,N/A,N/A
7,120,N/A,N/A
8,120,7.5,8
10,120,6.8,15
11,120,7.3,10
12,120,N/A,N/A
13,120,N/A,N/A
14,120,7.3,15
15,120,6.0,19
16,120,7.4,12
17,120,8.3,18
18,120,7.2,15
19,120,7.3,20
20,120,8.0,22
1,121,N/A,N/A
2,121,N/A,N/A
3,121,N/A,N/A
4,121,N/A,N/A
5,121,N/A,N/A
6,121,N/A,N/A
7,121,N/A,N/A
8,121,5.9,7
10,121,8.0,13
11,121,6.7,9
12,121,7.3,6
13,121,6.4,7
14,121,7.3,14
15,121,5.9,19
16,121,6.2,12
17,121,7.7,18
18,121,7.5,16
19,121,8.2,19
20,121,7.8,21
1,122,N/A,N/A
2,122,N/A,N/A
3,122,N/A,N/A
4,122,N/A,N/A
5,122,N/A,N/A
6,122,N/A,N/A
7,122,7.4,5
8,122,6.4,7
10,122,7.8,13
11,122,3.4,24
12,122,7.2,10
13,122,5.6,10
14,122,7.1,14
15,122,6.8,15
16,122,7.6,14
17,122,8.0,17
18,122,7.6,14
19,122,8.2,19
20,122,8.6,25
1,123,N/A,N/A
2,123,N/A,N/A
3,123,N/A,N/A
4,123,N/A,N/A
5,123,N/A,N/A
6,123,N/A,N/A
7,123,N/A,N/A
8,123,6.0,7
10,123,7.4,11
11,123,6.9,8
12,123,6.4,10
13,123,6.0,15
14,123,7.2,13
15,123,5.7,12
16,123,6.9,15
17,123,7.9,19
18,123,7.3,16
19,123,8.0,21
20,123,7.0,21
1,124,N/A,N/A
2,124,6.3,6
3,124,N/A,N/A
4,124,N/A,N/A
5,124,N/A,N/A
6,124,N/A,N/A
7,124,N/A,N/A
8,124,5.9,8
10,124,4.6,35
11,124,7.4,12
12,124,5.6,12
13,124,6.7,11
14,124,7.8,16
15,124,6.2,13
16,124,6.9,12
17,124,7.5,15
18,124,7.7,16
19,124,7.9,17
20,124,7.5,20
1,125,N/A,N/A
2,125,N/A,N/A
3,125,N/A,N/A
4,125,N/A,N/A
5,125,N/A,N/A
6,125,N/A,N/A
7,125,N/A,N/A
8,125,6.7,7
10,125,7.3,12
11,125,3.5,22
12,125,5.9,11
13,125,5.5,18
14,125,7.1,14
15,125,5.1,15
17,125,7.8,15
18,125,7.2,22
19,125,7.5,20
20,125,7.3,19
1,126,N/A,N/A
2,126,N/A,N/A
3,126,N/A,N/A
4,126,N/A,N/A
5,126,N/A,N/A
6,126,N/A,N/A
7,126,6.4,7
8,126,5.7,12
10,126,7.3,11
11,126,6.7,11
12,126,5.9,11
13,126,5.5,13
14,126,7.3,15
15,126,7.2,16
17,126,7.5,15
18,126,7.6,17
19,126,7.4,18
20,126,7.5,20
1,127,N/A,N/A
2,127,N/A,N/A
3,127,N/A,N/A
4,127,N/A,N/A
5,127,N/A,N/A
6,127,N/A,N/A
7,127,N/A,N/A
8,127,6.4,7
10,127,7.2,14
11,127,6.5,10
12,127,6.7,9
13,127,6.6,10
14,127,7.5,14
15,127,6.5,16
17,127,7.1,16
18,127,7.7,15
19,127,7.6,18
20,127,8.1,21
1,128,N/A,N/A
2,128,N/A,N/A
3,128,N/A,N/A
4,128,N/A,N/A
5,128,N/A,N/A
6,128,N/A,N/A
7,128,5.2,6
8,128,5.8,8
10,128,7.6,13
11,128,6.4,11
12,128,6.0,11
13,128,7.1,13
14,128,7.5,12
15,128,6.8,15
17,128,7.7,17
18,128,7.7,14
19,128,7.6,23
20,128,7.3,17
1,129,N/A,N/A
2,129,N/A,N/A
3,129,N/A,N/A
4,129,N/A,N/A
5,129,N/A,N/A
6,129,N/A,N/A
7,129,N/A,N/A
8,129,5.8,10
10,129,7.4,12
11,129,6.8,11
12,129,6.3,10
13,129,6.8,10
14,129,7.2,14
15,129,6.7,16
17,129,7.4,16
18,129,8.0,17
19,129,8.0,22
20,129,7.6,17
1,130,N/A,N/A
2,130,N/A,N/A
3,130,N/A,N/A
4,130,N/A,N/A
5,130,N/A,N/A
6,130,N/A,N/A
7,130,N/A,N/A
8,130,6.7,6
10,130,6.4,13
11,130,3.0,22
12,130,6.5,10
13,130,N/A,N/A
14,130,6.8,13
15,130,7.1,15
17,130,7.8,18
18,130,7.6,12
19,130,7.1,23
20,130,8.0,17
1,131,N/A,N/A
2,131,N/A,N/A
3,131,N/A,N/A
4,131,N/A,N/A
5,131,N/A,N/A
6,131,N/A,N/A
7,131,N/A,N/A
8,131,7.0,6
10,131,7.3,12
11,131,7.4,10
12,131,6.7,7
13,131,5.8,11
14,131,6.9,13
15,131,6.5,15
17,131,7.8,16
18,131,7.8,16
19,131,7.8,20
20,131,7.8,24
1,132,N/A,N/A
2,132,N/A,N/A
3,132,N/A,N/A
4,132,N/A,N/A
5,132,N/A,N/A
6,132,N/A,N/A
7,132,N/A,N/A
8,132,7.2,6
10,132,6.8,14
11,132,4.2,23
12,132,7.3,9
13,132,N/A,N/A
14,132,7.2,14
15,132,5.9,18
17,132,7.4,18
18,132,7.6,17
19,132,7.9,21
20,132,8.0,25
1,133,N/A,N/A
2,133,N/A,N/A
3,133,N/A,N/A
4,133,N/A,N/A
5,133,N/A,N/A
6,133,N/A,N/A
7,133,N/A,N/A
8,133,7.0,6
10,133,7.4,11
11,133,7.0,9
12,133,7.1,7
13,133,N/A,N/A
14,133,7.1,13
15,133,7.2,13
17,133,7.5,17
18,133,7.8,15
19,133,7.2,21
20,133,7.8,20
